"Relic_Name","C1","C2","C3","U1","U2","Rare","Class","Type","Refinement","C1_Raw","C2_Raw","C3_Raw","U1_Raw","U2_Raw","Rare_Raw","C1_Odds","C2_Odds","C3_Odds","U1_Odds","U2_Odds","Rare_Odds"
"Meso E2 Relic (Intact) ","Bronco Prime (25.33%)","Destreza Prime Handle (25.33%)","Pyrana Prime Barrel (25.33%)","Rubico Prime Stock (11.0%)","Akbolto Prime Link (11.0%)","Equinox Prime Systems (2.0%)","Meso","E2","Intact","Bronco Prime","Destreza Prime Handle","Pyrana Prime Barrel","Rubico Prime Stock","Akbolto Prime Link","Equinox Prime Systems","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso E2 Relic (Exceptional) ","Bronco Prime (23.33%)","Destreza Prime Handle (23.33%)","Pyrana Prime Barrel (23.33%)","Rubico Prime Stock (13.0%)","Akbolto Prime Link (13.0%)","Equinox Prime Systems (4.0%)","Meso","E2","Exceptional","Bronco Prime","Destreza Prime Handle","Pyrana Prime Barrel","Rubico Prime Stock","Akbolto Prime Link","Equinox Prime Systems","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso E2 Relic (Flawless) ","Bronco Prime (20.0%)","Destreza Prime Handle (20.0%)","Pyrana Prime Barrel (20.0%)","Rubico Prime Stock (17.0%)","Akbolto Prime Link (17.0%)","Equinox Prime Systems (6.0%)","Meso","E2","Flawless","Bronco Prime","Destreza Prime Handle","Pyrana Prime Barrel","Rubico Prime Stock","Akbolto Prime Link","Equinox Prime Systems","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso E2 Relic (Radiant) ","Rubico Prime Stock (20.0%)","Akbolto Prime Link (20.0%)","Bronco Prime (16.67%)","Destreza Prime Handle (16.67%)","Pyrana Prime Barrel (16.67%)","Equinox Prime Systems (10.0%)","Meso","E2","Radiant","Rubico Prime Stock","Akbolto Prime Link","Bronco Prime","Destreza Prime Handle","Pyrana Prime Barrel","Equinox Prime Systems","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso E3 Relic (Intact) ","Destreza Prime Handle (25.33%)","Bronco Prime Receiver (25.33%)","Forma (25.33%)","Atlas Prime Chassis (11.0%)","Stradavar Prime Barrel (11.0%)","Equinox Prime Systems (2.0%)","Meso","E3","Intact","Destreza Prime Handle","Bronco Prime Receiver","Forma","Atlas Prime Chassis","Stradavar Prime Barrel","Equinox Prime Systems","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso E3 Relic (Exceptional) ","Destreza Prime Handle (23.33%)","Bronco Prime Receiver (23.33%)","Forma (23.33%)","Atlas Prime Chassis (13.0%)","Stradavar Prime Barrel (13.0%)","Equinox Prime Systems (4.0%)","Meso","E3","Exceptional","Destreza Prime Handle","Bronco Prime Receiver","Forma","Atlas Prime Chassis","Stradavar Prime Barrel","Equinox Prime Systems","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso E3 Relic (Flawless) ","Destreza Prime Handle (20.0%)","Bronco Prime Receiver (20.0%)","Forma (20.0%)","Atlas Prime Chassis (17.0%)","Stradavar Prime Barrel (17.0%)","Equinox Prime Systems (6.0%)","Meso","E3","Flawless","Destreza Prime Handle","Bronco Prime Receiver","Forma","Atlas Prime Chassis","Stradavar Prime Barrel","Equinox Prime Systems","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso E3 Relic (Radiant) ","Atlas Prime Chassis (20.0%)","Stradavar Prime Barrel (20.0%)","Destreza Prime Handle (16.67%)","Bronco Prime Receiver (16.67%)","Forma (16.67%)","Equinox Prime Systems (10.0%)","Meso","E3","Radiant","Atlas Prime Chassis","Stradavar Prime Barrel","Destreza Prime Handle","Bronco Prime Receiver","Forma","Equinox Prime Systems","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso E4 Relic (Intact) ","Paris Prime (25.33%)","Baza Prime Receiver (25.33%)","Forma (25.33%)","Titania Prime Neuroptics (11.0%)","Tekko Prime (11.0%)","Equinox Prime Systems (2.0%)","Meso","E4","Intact","Paris Prime","Baza Prime Receiver","Forma","Titania Prime Neuroptics","Tekko Prime","Equinox Prime Systems","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso E4 Relic (Exceptional) ","Paris Prime (23.33%)","Baza Prime Receiver (23.33%)","Forma (23.33%)","Titania Prime Neuroptics (13.0%)","Tekko Prime (13.0%)","Equinox Prime Systems (4.0%)","Meso","E4","Exceptional","Paris Prime","Baza Prime Receiver","Forma","Titania Prime Neuroptics","Tekko Prime","Equinox Prime Systems","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso E4 Relic (Flawless) ","Paris Prime (20.0%)","Baza Prime Receiver (20.0%)","Forma (20.0%)","Titania Prime Neuroptics (17.0%)","Tekko Prime (17.0%)","Equinox Prime Systems (6.0%)","Meso","E4","Flawless","Paris Prime","Baza Prime Receiver","Forma","Titania Prime Neuroptics","Tekko Prime","Equinox Prime Systems","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso E4 Relic (Radiant) ","Titania Prime Neuroptics (20.0%)","Tekko Prime (20.0%)","Paris Prime (16.67%)","Baza Prime Receiver (16.67%)","Forma (16.67%)","Equinox Prime Systems (10.0%)","Meso","E4","Radiant","Titania Prime Neuroptics","Tekko Prime","Paris Prime","Baza Prime Receiver","Forma","Equinox Prime Systems","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso E5 Relic (Intact) ","Mirage Prime Neuroptics (25.33%)","Forma (25.33%)","Helios Prime Carapace (25.33%)","Banshee Prime (11.0%)","Helios Prime (11.0%)","Euphona Prime Receiver (2.0%)","Meso","E5","Intact","Mirage Prime Neuroptics","Forma","Helios Prime Carapace","Banshee Prime","Helios Prime","Euphona Prime Receiver","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso E5 Relic (Exceptional) ","Mirage Prime Neuroptics (23.33%)","Forma (23.33%)","Helios Prime Carapace (23.33%)","Banshee Prime (13.0%)","Helios Prime (13.0%)","Euphona Prime Receiver (4.0%)","Meso","E5","Exceptional","Mirage Prime Neuroptics","Forma","Helios Prime Carapace","Banshee Prime","Helios Prime","Euphona Prime Receiver","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso E5 Relic (Flawless) ","Mirage Prime Neuroptics (20.0%)","Forma (20.0%)","Helios Prime Carapace (20.0%)","Banshee Prime (17.0%)","Helios Prime (17.0%)","Euphona Prime Receiver (6.0%)","Meso","E5","Flawless","Mirage Prime Neuroptics","Forma","Helios Prime Carapace","Banshee Prime","Helios Prime","Euphona Prime Receiver","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso E5 Relic (Radiant) ","Banshee Prime (20.0%)","Helios Prime (20.0%)","Mirage Prime Neuroptics (16.67%)","Forma (16.67%)","Helios Prime Carapace (16.67%)","Euphona Prime Receiver (10.0%)","Meso","E5","Radiant","Banshee Prime","Helios Prime","Mirage Prime Neuroptics","Forma","Helios Prime Carapace","Euphona Prime Receiver","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso F1 Relic (Intact) ","Bronco Prime Receiver (25.33%)","Paris Prime Lower Limb (25.33%)","Saryn Prime Systems (25.33%)","Nekros Prime Neuroptics (11.0%)","Dual Kamas Prime Handle (11.0%)","Fragor Prime (2.0%)","Meso","F1","Intact","Bronco Prime Receiver","Paris Prime Lower Limb","Saryn Prime Systems","Nekros Prime Neuroptics","Dual Kamas Prime Handle","Fragor Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso F1 Relic (Exceptional) ","Bronco Prime Receiver (23.33%)","Paris Prime Lower Limb (23.33%)","Saryn Prime Systems (23.33%)","Nekros Prime Neuroptics (13.0%)","Dual Kamas Prime Handle (13.0%)","Fragor Prime (4.0%)","Meso","F1","Exceptional","Bronco Prime Receiver","Paris Prime Lower Limb","Saryn Prime Systems","Nekros Prime Neuroptics","Dual Kamas Prime Handle","Fragor Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso F1 Relic (Flawless) ","Bronco Prime Receiver (20.0%)","Paris Prime Lower Limb (20.0%)","Saryn Prime Systems (20.0%)","Nekros Prime Neuroptics (17.0%)","Dual Kamas Prime Handle (17.0%)","Fragor Prime (6.0%)","Meso","F1","Flawless","Bronco Prime Receiver","Paris Prime Lower Limb","Saryn Prime Systems","Nekros Prime Neuroptics","Dual Kamas Prime Handle","Fragor Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso F1 Relic (Radiant) ","Nekros Prime Neuroptics (20.0%)","Dual Kamas Prime Handle (20.0%)","Bronco Prime Receiver (16.67%)","Paris Prime Lower Limb (16.67%)","Saryn Prime Systems (16.67%)","Fragor Prime (10.0%)","Meso","F1","Radiant","Nekros Prime Neuroptics","Dual Kamas Prime Handle","Bronco Prime Receiver","Paris Prime Lower Limb","Saryn Prime Systems","Fragor Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso F2 Relic (Intact) ","Latron Prime Stock (25.33%)","Ember Prime Chassis (25.33%)","Sicarus Prime Barrel (25.33%)","Reaper Prime Blade (11.0%)","Forma (11.0%)","Frost Prime (2.0%)","Meso","F2","Intact","Latron Prime Stock","Ember Prime Chassis","Sicarus Prime Barrel","Reaper Prime Blade","Forma","Frost Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso F2 Relic (Exceptional) ","Latron Prime Stock (23.33%)","Ember Prime Chassis (23.33%)","Sicarus Prime Barrel (23.33%)","Reaper Prime Blade (13.0%)","Forma (13.0%)","Frost Prime (4.0%)","Meso","F2","Exceptional","Latron Prime Stock","Ember Prime Chassis","Sicarus Prime Barrel","Reaper Prime Blade","Forma","Frost Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso F2 Relic (Flawless) ","Latron Prime Stock (20.0%)","Ember Prime Chassis (20.0%)","Sicarus Prime Barrel (20.0%)","Reaper Prime Blade (17.0%)","Forma (17.0%)","Frost Prime (6.0%)","Meso","F2","Flawless","Latron Prime Stock","Ember Prime Chassis","Sicarus Prime Barrel","Reaper Prime Blade","Forma","Frost Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso F2 Relic (Radiant) ","Reaper Prime Blade (20.0%)","Forma (20.0%)","Latron Prime Stock (16.67%)","Ember Prime Chassis (16.67%)","Sicarus Prime Barrel (16.67%)","Frost Prime (10.0%)","Meso","F2","Radiant","Reaper Prime Blade","Forma","Latron Prime Stock","Ember Prime Chassis","Sicarus Prime Barrel","Frost Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso F3 Relic (Intact) ","Ember Prime Neuroptics (25.33%)","Reaper Prime Handle (25.33%)","Loki Prime (25.33%)","Forma (11.0%)","Glaive Prime Disc (11.0%)","Frost Prime (2.0%)","Meso","F3","Intact","Ember Prime Neuroptics","Reaper Prime Handle","Loki Prime","Forma","Glaive Prime Disc","Frost Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso F3 Relic (Exceptional) ","Ember Prime Neuroptics (23.33%)","Reaper Prime Handle (23.33%)","Loki Prime (23.33%)","Forma (13.0%)","Glaive Prime Disc (13.0%)","Frost Prime (4.0%)","Meso","F3","Exceptional","Ember Prime Neuroptics","Reaper Prime Handle","Loki Prime","Forma","Glaive Prime Disc","Frost Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso F3 Relic (Flawless) ","Ember Prime Neuroptics (20.0%)","Reaper Prime Handle (20.0%)","Loki Prime (20.0%)","Forma (17.0%)","Glaive Prime Disc (17.0%)","Frost Prime (6.0%)","Meso","F3","Flawless","Ember Prime Neuroptics","Reaper Prime Handle","Loki Prime","Forma","Glaive Prime Disc","Frost Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso F3 Relic (Radiant) ","Forma (20.0%)","Glaive Prime Disc (20.0%)","Ember Prime Neuroptics (16.67%)","Reaper Prime Handle (16.67%)","Loki Prime (16.67%)","Frost Prime (10.0%)","Meso","F3","Radiant","Forma","Glaive Prime Disc","Ember Prime Neuroptics","Reaper Prime Handle","Loki Prime","Frost Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso G1 Relic (Intact) ","Venka Prime Blades (25.33%)","Braton Prime Barrel (25.33%)","Forma (25.33%)","Silva & Aegis Prime Blade (11.0%)","Ballistica Prime String (11.0%)","Galatine Prime (2.0%)","Meso","G1","Intact","Venka Prime Blades","Braton Prime Barrel","Forma","Silva & Aegis Prime Blade","Ballistica Prime String","Galatine Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso G1 Relic (Exceptional) ","Venka Prime Blades (23.33%)","Braton Prime Barrel (23.33%)","Forma (23.33%)","Silva & Aegis Prime Blade (13.0%)","Ballistica Prime String (13.0%)","Galatine Prime (4.0%)","Meso","G1","Exceptional","Venka Prime Blades","Braton Prime Barrel","Forma","Silva & Aegis Prime Blade","Ballistica Prime String","Galatine Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso G1 Relic (Flawless) ","Venka Prime Blades (20.0%)","Braton Prime Barrel (20.0%)","Forma (20.0%)","Silva & Aegis Prime Blade (17.0%)","Ballistica Prime String (17.0%)","Galatine Prime (6.0%)","Meso","G1","Flawless","Venka Prime Blades","Braton Prime Barrel","Forma","Silva & Aegis Prime Blade","Ballistica Prime String","Galatine Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso G1 Relic (Radiant) ","Silva & Aegis Prime Blade (20.0%)","Ballistica Prime String (20.0%)","Venka Prime Blades (16.67%)","Braton Prime Barrel (16.67%)","Forma (16.67%)","Galatine Prime (10.0%)","Meso","G1","Radiant","Silva & Aegis Prime Blade","Ballistica Prime String","Venka Prime Blades","Braton Prime Barrel","Forma","Galatine Prime","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso G2 Relic (Intact) ","Forma (25.33%)","Equinox Prime Chassis (25.33%)","Orthos Prime Handle (25.33%)","Burston Prime Barrel (11.0%)","Atlas Prime Systems (11.0%)","Guandao Prime Handle (2.0%)","Meso","G2","Intact","Forma","Equinox Prime Chassis","Orthos Prime Handle","Burston Prime Barrel","Atlas Prime Systems","Guandao Prime Handle","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso G2 Relic (Exceptional) ","Forma (23.33%)","Equinox Prime Chassis (23.33%)","Orthos Prime Handle (23.33%)","Burston Prime Barrel (13.0%)","Atlas Prime Systems (13.0%)","Guandao Prime Handle (4.0%)","Meso","G2","Exceptional","Forma","Equinox Prime Chassis","Orthos Prime Handle","Burston Prime Barrel","Atlas Prime Systems","Guandao Prime Handle","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso G2 Relic (Flawless) ","Forma (20.0%)","Equinox Prime Chassis (20.0%)","Orthos Prime Handle (20.0%)","Burston Prime Barrel (17.0%)","Atlas Prime Systems (17.0%)","Guandao Prime Handle (6.0%)","Meso","G2","Flawless","Forma","Equinox Prime Chassis","Orthos Prime Handle","Burston Prime Barrel","Atlas Prime Systems","Guandao Prime Handle","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso G2 Relic (Radiant) ","Burston Prime Barrel (20.0%)","Atlas Prime Systems (20.0%)","Forma (16.67%)","Equinox Prime Chassis (16.67%)","Orthos Prime Handle (16.67%)","Guandao Prime Handle (10.0%)","Meso","G2","Radiant","Burston Prime Barrel","Atlas Prime Systems","Forma","Equinox Prime Chassis","Orthos Prime Handle","Guandao Prime Handle","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso H1 Relic (Intact) ","Paris Prime (25.33%)","Mirage Prime Neuroptics (25.33%)","Hydroid Prime Chassis (25.33%)","Oberon Prime (11.0%)","Fragor Prime (11.0%)","Helios Prime Cerebrum (2.0%)","Meso","H1","Intact","Paris Prime","Mirage Prime Neuroptics","Hydroid Prime Chassis","Oberon Prime","Fragor Prime","Helios Prime Cerebrum","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso H1 Relic (Exceptional) ","Paris Prime (23.33%)","Mirage Prime Neuroptics (23.33%)","Hydroid Prime Chassis (23.33%)","Oberon Prime (13.0%)","Fragor Prime (13.0%)","Helios Prime Cerebrum (4.0%)","Meso","H1","Exceptional","Paris Prime","Mirage Prime Neuroptics","Hydroid Prime Chassis","Oberon Prime","Fragor Prime","Helios Prime Cerebrum","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso H1 Relic (Flawless) ","Paris Prime (20.0%)","Mirage Prime Neuroptics (20.0%)","Hydroid Prime Chassis (20.0%)","Oberon Prime (17.0%)","Fragor Prime (17.0%)","Helios Prime Cerebrum (6.0%)","Meso","H1","Flawless","Paris Prime","Mirage Prime Neuroptics","Hydroid Prime Chassis","Oberon Prime","Fragor Prime","Helios Prime Cerebrum","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso H1 Relic (Radiant) ","Oberon Prime (20.0%)","Fragor Prime (20.0%)","Paris Prime (16.67%)","Mirage Prime Neuroptics (16.67%)","Hydroid Prime Chassis (16.67%)","Helios Prime Cerebrum (10.0%)","Meso","H1","Radiant","Oberon Prime","Fragor Prime","Paris Prime","Mirage Prime Neuroptics","Hydroid Prime Chassis","Helios Prime Cerebrum","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso I1 Relic (Intact) ","Corinth Prime (25.33%)","Paris Prime Upper Limb (25.33%)","Titania Prime Chassis (25.33%)","Orthos Prime Blade (11.0%)","Atlas Prime Systems (11.0%)","Inaros Prime Neuroptics (2.0%)","Meso","I1","Intact","Corinth Prime","Paris Prime Upper Limb","Titania Prime Chassis","Orthos Prime Blade","Atlas Prime Systems","Inaros Prime Neuroptics","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso I1 Relic (Exceptional) ","Corinth Prime (23.33%)","Paris Prime Upper Limb (23.33%)","Titania Prime Chassis (23.33%)","Orthos Prime Blade (13.0%)","Atlas Prime Systems (13.0%)","Inaros Prime Neuroptics (4.0%)","Meso","I1","Exceptional","Corinth Prime","Paris Prime Upper Limb","Titania Prime Chassis","Orthos Prime Blade","Atlas Prime Systems","Inaros Prime Neuroptics","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso I1 Relic (Flawless) ","Corinth Prime (20.0%)","Paris Prime Upper Limb (20.0%)","Titania Prime Chassis (20.0%)","Orthos Prime Blade (17.0%)","Atlas Prime Systems (17.0%)","Inaros Prime Neuroptics (6.0%)","Meso","I1","Flawless","Corinth Prime","Paris Prime Upper Limb","Titania Prime Chassis","Orthos Prime Blade","Atlas Prime Systems","Inaros Prime Neuroptics","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso I1 Relic (Radiant) ","Orthos Prime Blade (20.0%)","Atlas Prime Systems (20.0%)","Corinth Prime (16.67%)","Paris Prime Upper Limb (16.67%)","Titania Prime Chassis (16.67%)","Inaros Prime Neuroptics (10.0%)","Meso","I1","Radiant","Orthos Prime Blade","Atlas Prime Systems","Corinth Prime","Paris Prime Upper Limb","Titania Prime Chassis","Inaros Prime Neuroptics","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso K1 Relic (Intact) ","Nekros Prime Chassis (25.33%)","Orthos Prime Handle (25.33%)","Cernos Prime Upper Limb (25.33%)","Akstiletto Prime Barrel (11.0%)","Tigris Prime Receiver (11.0%)","Kogake Prime Gauntlet (2.0%)","Meso","K1","Intact","Nekros Prime Chassis","Orthos Prime Handle","Cernos Prime Upper Limb","Akstiletto Prime Barrel","Tigris Prime Receiver","Kogake Prime Gauntlet","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso K1 Relic (Exceptional) ","Nekros Prime Chassis (23.33%)","Orthos Prime Handle (23.33%)","Cernos Prime Upper Limb (23.33%)","Akstiletto Prime Barrel (13.0%)","Tigris Prime Receiver (13.0%)","Kogake Prime Gauntlet (4.0%)","Meso","K1","Exceptional","Nekros Prime Chassis","Orthos Prime Handle","Cernos Prime Upper Limb","Akstiletto Prime Barrel","Tigris Prime Receiver","Kogake Prime Gauntlet","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso K1 Relic (Flawless) ","Nekros Prime Chassis (20.0%)","Orthos Prime Handle (20.0%)","Cernos Prime Upper Limb (20.0%)","Akstiletto Prime Barrel (17.0%)","Tigris Prime Receiver (17.0%)","Kogake Prime Gauntlet (6.0%)","Meso","K1","Flawless","Nekros Prime Chassis","Orthos Prime Handle","Cernos Prime Upper Limb","Akstiletto Prime Barrel","Tigris Prime Receiver","Kogake Prime Gauntlet","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso K1 Relic (Radiant) ","Akstiletto Prime Barrel (20.0%)","Tigris Prime Receiver (20.0%)","Nekros Prime Chassis (16.67%)","Orthos Prime Handle (16.67%)","Cernos Prime Upper Limb (16.67%)","Kogake Prime Gauntlet (10.0%)","Meso","K1","Radiant","Akstiletto Prime Barrel","Tigris Prime Receiver","Nekros Prime Chassis","Orthos Prime Handle","Cernos Prime Upper Limb","Kogake Prime Gauntlet","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso K2 Relic (Intact) ","Mirage Prime Chassis (25.33%)","Paris Prime String (25.33%)","Orthos Prime Handle (25.33%)","Wukong Prime Systems (11.0%)","Chroma Prime Chassis (11.0%)","Kronen Prime Blade (2.0%)","Meso","K2","Intact","Mirage Prime Chassis","Paris Prime String","Orthos Prime Handle","Wukong Prime Systems","Chroma Prime Chassis","Kronen Prime Blade","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso K2 Relic (Exceptional) ","Mirage Prime Chassis (23.33%)","Paris Prime String (23.33%)","Orthos Prime Handle (23.33%)","Wukong Prime Systems (13.0%)","Chroma Prime Chassis (13.0%)","Kronen Prime Blade (4.0%)","Meso","K2","Exceptional","Mirage Prime Chassis","Paris Prime String","Orthos Prime Handle","Wukong Prime Systems","Chroma Prime Chassis","Kronen Prime Blade","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso K2 Relic (Flawless) ","Mirage Prime Chassis (20.0%)","Paris Prime String (20.0%)","Orthos Prime Handle (20.0%)","Wukong Prime Systems (17.0%)","Chroma Prime Chassis (17.0%)","Kronen Prime Blade (6.0%)","Meso","K2","Flawless","Mirage Prime Chassis","Paris Prime String","Orthos Prime Handle","Wukong Prime Systems","Chroma Prime Chassis","Kronen Prime Blade","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso K2 Relic (Radiant) ","Wukong Prime Systems (20.0%)","Chroma Prime Chassis (20.0%)","Mirage Prime Chassis (16.67%)","Paris Prime String (16.67%)","Orthos Prime Handle (16.67%)","Kronen Prime Blade (10.0%)","Meso","K2","Radiant","Wukong Prime Systems","Chroma Prime Chassis","Mirage Prime Chassis","Paris Prime String","Orthos Prime Handle","Kronen Prime Blade","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso K3 Relic (Intact) ","Ninkondi Prime (25.33%)","Orthos Prime Handle (25.33%)","Braton Prime Stock (25.33%)","Forma (11.0%)","Wukong Prime Chassis (11.0%)","Karyst Prime Blade (2.0%)","Meso","K3","Intact","Ninkondi Prime","Orthos Prime Handle","Braton Prime Stock","Forma","Wukong Prime Chassis","Karyst Prime Blade","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso K3 Relic (Exceptional) ","Ninkondi Prime (23.33%)","Orthos Prime Handle (23.33%)","Braton Prime Stock (23.33%)","Forma (13.0%)","Wukong Prime Chassis (13.0%)","Karyst Prime Blade (4.0%)","Meso","K3","Exceptional","Ninkondi Prime","Orthos Prime Handle","Braton Prime Stock","Forma","Wukong Prime Chassis","Karyst Prime Blade","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso K3 Relic (Flawless) ","Ninkondi Prime (20.0%)","Orthos Prime Handle (20.0%)","Braton Prime Stock (20.0%)","Forma (17.0%)","Wukong Prime Chassis (17.0%)","Karyst Prime Blade (6.0%)","Meso","K3","Flawless","Ninkondi Prime","Orthos Prime Handle","Braton Prime Stock","Forma","Wukong Prime Chassis","Karyst Prime Blade","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso K3 Relic (Radiant) ","Forma (20.0%)","Wukong Prime Chassis (20.0%)","Ninkondi Prime (16.67%)","Orthos Prime Handle (16.67%)","Braton Prime Stock (16.67%)","Karyst Prime Blade (10.0%)","Meso","K3","Radiant","Forma","Wukong Prime Chassis","Ninkondi Prime","Orthos Prime Handle","Braton Prime Stock","Karyst Prime Blade","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso L1 Relic (Intact) ","Tipedo Prime (25.33%)","Burston Prime Receiver (25.33%)","Ninkondi Prime (25.33%)","Chroma Prime Chassis (11.0%)","Dethcube Prime Carapace (11.0%)","Limbo Prime Chassis (2.0%)","Meso","L1","Intact","Tipedo Prime","Burston Prime Receiver","Ninkondi Prime","Chroma Prime Chassis","Dethcube Prime Carapace","Limbo Prime Chassis","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso L1 Relic (Exceptional) ","Tipedo Prime (23.33%)","Burston Prime Receiver (23.33%)","Ninkondi Prime (23.33%)","Chroma Prime Chassis (13.0%)","Dethcube Prime Carapace (13.0%)","Limbo Prime Chassis (4.0%)","Meso","L1","Exceptional","Tipedo Prime","Burston Prime Receiver","Ninkondi Prime","Chroma Prime Chassis","Dethcube Prime Carapace","Limbo Prime Chassis","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso L1 Relic (Flawless) ","Tipedo Prime (20.0%)","Burston Prime Receiver (20.0%)","Ninkondi Prime (20.0%)","Chroma Prime Chassis (17.0%)","Dethcube Prime Carapace (17.0%)","Limbo Prime Chassis (6.0%)","Meso","L1","Flawless","Tipedo Prime","Burston Prime Receiver","Ninkondi Prime","Chroma Prime Chassis","Dethcube Prime Carapace","Limbo Prime Chassis","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso L1 Relic (Radiant) ","Chroma Prime Chassis (20.0%)","Dethcube Prime Carapace (20.0%)","Tipedo Prime (16.67%)","Burston Prime Receiver (16.67%)","Ninkondi Prime (16.67%)","Limbo Prime Chassis (10.0%)","Meso","L1","Radiant","Chroma Prime Chassis","Dethcube Prime Carapace","Tipedo Prime","Burston Prime Receiver","Ninkondi Prime","Limbo Prime Chassis","20.0","20.0","16.67","16.67","16.67","10.0"
"Meso M1 Relic (Intact) ","Dakra Prime Handle (25.33%)","Boltor Prime Barrel (25.33%)","Ankyros Prime Gauntlet (25.33%)","Boar Prime Barrel (11.0%)","Rhino Prime Chassis (11.0%)","Mag Prime (2.0%)","Meso","M1","Intact","Dakra Prime Handle","Boltor Prime Barrel","Ankyros Prime Gauntlet","Boar Prime Barrel","Rhino Prime Chassis","Mag Prime","25.33","25.33","25.33","11.0","11.0","2.0"
"Meso M1 Relic (Exceptional) ","Dakra Prime Handle (23.33%)","Boltor Prime Barrel (23.33%)","Ankyros Prime Gauntlet (23.33%)","Boar Prime Barrel (13.0%)","Rhino Prime Chassis (13.0%)","Mag Prime (4.0%)","Meso","M1","Exceptional","Dakra Prime Handle","Boltor Prime Barrel","Ankyros Prime Gauntlet","Boar Prime Barrel","Rhino Prime Chassis","Mag Prime","23.33","23.33","23.33","13.0","13.0","4.0"
"Meso M1 Relic (Flawless) ","Dakra Prime Handle (20.0%)","Boltor Prime Barrel (20.0%)","Ankyros Prime Gauntlet (20.0%)","Boar Prime Barrel (17.0%)","Rhino Prime Chassis (17.0%)","Mag Prime (6.0%)","Meso","M1","Flawless","Dakra Prime Handle","Boltor Prime Barrel","Ankyros Prime Gauntlet","Boar Prime Barrel","Rhino Prime Chassis","Mag Prime","20.0","20.0","20.0","17.0","17.0","6.0"
"Meso M1 Relic (Radiant) ","Boar Prime Barrel (20.0%)","Rhino Prime Chassis (20.0%)","Dakra Prime Handle (16.67%)","Boltor Prime Barrel (16.67%)","Ankyros Prime Gauntlet (16.67%)","Mag Prime (10.0%)","Meso","M1","Radiant","Boar Prime Barrel","Rhino Prime Chassis","Dakra Prime Handle","Boltor Prime Barrel","Ankyros Prime Gauntlet","Mag Prime","20.0","20.0","16.67","16.67","16.67","10.0"
